"","Survey.s.country","Survey.start.year","Survey.name","Population.Group..L2.","Exposure.hierarchy..L1.","Exposure.hierarchy..L2.","Exposure.hierarchy..L3.","Exposure.hierarchy..L4.","Exposure.hierarchy..L5.","Exposure.hierarchy..L6.","Exposure.hierarchy..L7.","Gender","Number.of.subjects","Number.of.consumers","Mean","Standard.Deviation","X5th.percentile","X10th.percentile","Median","X95th.percentile","X97.5th.percentile","X99th.percentile","Comment"
"13","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Unsweetened spirits and liqueurs","Unsweetened spirits","Spirits from fruit","Spirits made from stone fruits","Spirits made from stone fruits","Spirits made from stone fruits","Female","188","1","0.03",0.36,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"14","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Unsweetened spirits and liqueurs","Unsweetened spirits","Spirits not from fruit","Rum","Rum","Rum","Male","120","2","0.17",1.29,0,0,"0.00","0.00","0.00","10.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"15","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Unsweetened spirits and liqueurs","Unsweetened spirits","Spirits not from fruit","Vodka and vodka-like spirits","Vodka and vodka-like spirits","Vodka and vodka-like spirits","Female","188","3","0.32",2.72,0,0,"0.00","0.00","0.00","17.47","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"16","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Unsweetened spirits and liqueurs","Unsweetened spirits","Spirits not from fruit","Vodka and vodka-like spirits","Vodka and vodka-like spirits","Vodka and vodka-like spirits","Male","120","2","0.17",1.29,0,0,"0.00","0.00","0.00","10.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"17","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Unsweetened spirits and liqueurs","Unsweetened spirits","Spirits not from fruit","Whisky","Whisky","Whisky","Male","120","2","0.17",1.29,0,0,"0.00","0.00","0.00","10.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"18","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Dessert wines","Fortified and liqueur wines","Port","Port","Port","Female","188","2","0.66",6.43,0,0,"0.00","0.00","0.00","62.50","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"19","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Dessert wines","Fortified and liqueur wines","Sherry","Sherry","Sherry","Female","188","1","0.33",4.56,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"20","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Sparkling wine","Sparkling wine","Sparkling wine","Sparkling wine","Female","188","5","1.54",12.07,0,0,"0.00","0.00","24.80","40.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"21","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Sparkling wine","Sparkling wine","Sparkling wine","Sparkling wine","Male","120","3","1.04",6.8,0,0,"0.00","0.00","25.00","50.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"22","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine","Wine","Wine","Wine","Female","188","39","23.27",54.83,0,0,"0.00","125.00","187.50","250.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"23","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine","Wine","Wine","Wine","Male","120","26","19.79",42.09,0,0,"0.00","125.00","125.00","177.88","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"24","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine, red","Wine, red","Wine, red","Wine, red","Female","188","1","0.53",7.29,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"25","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine, red","Wine, red","Wine, red","Wine, red","Male","120","4","4.17",23.89,0,0,"0.00","0.00","100.00","110.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"26","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine, rosé","Wine, rosé","Wine, rosé","Wine, rosé","Male","120","1","1.04",11.41,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"27","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine, white","Wine, white","Wine, white","Wine, white","Female","188","1","0.66",9.12,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"28","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine","Wine, white","Wine, white","Wine, white","Wine, white","Male","120","1","2.08",22.82,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"29","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine-like drinks","Cider","Cider","Cider","Cider","Female","188","2","1.66",18.77,0,0,"0.00","0.00","0.00","73.75","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"30","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Alcoholic beverages","Wine and wine-like drinks","Wine-like drinks","Cider","Cider","Cider","Cider","Male","120","2","4.17",35.99,0,0,"0.00","0.00","0.00","225.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"31","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Olive oils","Olive oils","Olive oils","Olive oils","Female","188","10","0.46",2.37,0,0,"0.00","0.34","8.85","15.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"32","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Olive oils","Olive oils","Olive oils","Olive oils","Male","120","5","0.32",1.87,0,0,"0.00","0.00","4.78","12.60","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"33","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Seed oils","Linseed oil","Linseed oil","Linseed oil","Male","120","2","0.08",0.64,0,0,"0.00","0.00","0.00","5.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"34","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Seed oils","Peanut oil, edible","Peanut oil, edible","Peanut oil, edible","Male","120","1","0.04",0.46,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"35","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Seed oils","Pumpkin seed oil","Pumpkin seed oil","Pumpkin seed oil","Female","188","11","0.43",1.96,0,0,"0.00","5.00","5.00","11.45","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"36","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Seed oils","Pumpkin seed oil","Pumpkin seed oil","Pumpkin seed oil","Male","120","4","0.21",1.19,0,0,"0.00","0.00","5.00","5.50","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"37","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Seed oils","Rape seed oil, edible","Rape seed oil, edible","Rape seed oil, edible","Female","188","1","0.02",0.33,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"38","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Seed oils","Walnut oil","Walnut oil","Walnut oil","Female","188","1","0.01",0.18,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"39","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Female","188","113","3.35",4.29,0,0,"1.23","11.75","13.05","18.37","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"40","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Animal and vegetable fats/oils","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Vegetable fats and oils, edible","Male","120","75","2.98",3.75,0,0,"1.31","9.38","11.68","16.66","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"41","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Butter","Butter","Butter","Butter","Butter","Female","188","94","7.90",11.2,0,0,"2.00","27.05","30.00","32.89","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"42","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Butter","Butter","Butter","Butter","Butter","Male","120","60","7.05",8.75,0,0,"5.00","20.00","30.00","30.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"43","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Traditional margarine","Traditional margarine","Traditional margarine","Traditional margarine","Female","188","17","1.10",4.05,0,0,"0.00","10.00","15.00","20.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"44","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Animal and vegetable fats and oils and primary derivatives thereof","Fat emulsions and blended fats","Margarines and similar","Traditional margarine","Traditional margarine","Traditional margarine","Traditional margarine","Male","120","12","1.21",4.06,0,0,"0.00","10.00","15.31","19.63","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"45","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Coffee beverages","Coffee (average strength) beverage","Coffee (average strength) beverage","Coffee (average strength) beverage","Coffee (average strength) beverage","Female","188","145","228.03",188.12,0,0,"190.00","503.32","609.97","773.15","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"46","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Coffee beverages","Coffee (average strength) beverage","Coffee (average strength) beverage","Coffee (average strength) beverage","Coffee (average strength) beverage","Male","120","96","230.07",201.14,0,0,"202.50","538.59","670.64","675.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"47","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Coffee beverages","Iced coffee","Iced coffee","Iced coffee","Iced coffee","Female","188","1","0.29",4.01,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"48","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Fruit infusion","Fruit infusion","Fruit infusion","Fruit infusion","Female","188","25","28.46",86.42,0,0,"0.00","224.40","304.88","500.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"49","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Fruit infusion","Fruit infusion","Fruit infusion","Fruit infusion","Male","120","25","77.88",342.03,0,0,"0.00","262.00","493.00","943.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"50","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Female","188","25","47.87",150.19,0,0,"0.00","375.00","500.00","668.92","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"51","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Herbal and other non-tea infusions","Male","120","24","66.94",298.36,0,0,"0.00","262.50","500.00","925.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"52","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Maté infusion","Maté infusion","Maté infusion","Maté infusion","Male","120","1","2.08",22.82,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"53","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Rooibos infusion","Rooibos infusion","Rooibos infusion","Rooibos infusion","Female","188","3","2.93",23.8,0,0,"0.00","0.00","0.00","150.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"54","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Herbal and other non-tea infusions","Rooibos infusion","Rooibos infusion","Rooibos infusion","Rooibos infusion","Male","120","2","2.50",19.55,0,0,"0.00","0.00","0.00","145.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"55","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Fermented tea infusion","Fermented tea infusion","Fermented tea infusion","Fermented tea infusion","Female","188","16","18.51",75.22,0,0,"0.00","129.69","250.00","404.69","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"56","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Fermented tea infusion","Fermented tea infusion","Fermented tea infusion","Fermented tea infusion","Male","120","14","28.60",98.33,0,0,"0.00","210.71","260.71","532.50","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"57","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Female","188","11","12.37",69.11,0,0,"0.00","100.00","143.18","264.55","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"58","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Non-fermented tea, infusion","Male","120","9","23.13",99.32,0,0,"0.00","133.33","400.00","593.33","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"59","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Female","188","27","43.38",137.23,0,0,"0.00","273.70","447.41","773.70","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"60","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Tea beverages","Male","120","25","95.21",363.91,0,0,"0.00","312.00","1,045.00","1,799.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"61","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Tea infusion with added flavouring ingredients","Tea infusion with added flavouring ingredients","Tea infusion with added flavouring ingredients","Tea infusion with added flavouring ingredients","Female","188","8","15.29",90.58,0,0,"0.00","0.00","250.00","338.75","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"62","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","Tea beverages","Tea infusion with added flavouring ingredients","Tea infusion with added flavouring ingredients","Tea infusion with added flavouring ingredients","Tea infusion with added flavouring ingredients","Male","120","4","19.79",145.84,0,0,"0.00","0.00","218.75","600.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"63","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Cocoa ingredients","Cocoa ingredients (RPC derivatives)","Cocoa powder","Cocoa powder","Cocoa powder","Female","188","3","0.05",0.44,0,0,"0.00","0.00","0.00","2.50","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"64","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Coffee, cocoa, tea and infusions","Ingredients for coffee, cocoa, tea, and herbal infusions","Cocoa ingredients","Cocoa ingredients (RPC derivatives)","Cocoa powder","Cocoa powder","Cocoa powder","Male","120","3","0.05",0.33,0,0,"0.00","0.00","1.00","2.50","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"65","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Egg based dishes","Egg based dishes","Egg based dishes","Egg based dishes","Female","188","10","2.03",10.11,0,0,"0.00","15.00","32.50","42.51","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"66","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Egg based dishes","Egg based dishes","Egg based dishes","Egg based dishes","Male","120","6","1.48",6.66,0,0,"0.00","15.00","32.50","32.50","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"67","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Egg based dishes","Omelette with mushrooms","Omelette with mushrooms","Omelette with mushrooms","Male","120","1","0.72",7.85,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"68","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Egg based dishes","Omelette with vegetables","Omelette with vegetables","Omelette with vegetables","Female","188","2","1.09",10.55,0,0,"0.00","0.00","0.00","100.30","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"69","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Egg based dishes","Omelette, plain","Omelette, plain","Omelette, plain","Female","188","1","0.17",2.37,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"70","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Fish and seafood based dishes","Fish and rice meal","Fish and rice meal","Fish and rice meal","Female","188","3","0.20",1.62,0,0,"0.00","0.00","0.00","13.05","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
"71","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Fish and seafood based dishes","Fish and rice meal","Fish and rice meal","Fish and rice meal","Male","120","1","0.12",1.34,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 180, the 97.5th percentile may not be statistically robust'"
"72","Austria",2010,"Austrian Study on Nutritional Status 2010-12 - Adults","Adults","Composite dishes","Dishes, incl. Ready to eat meals (excluding soups and salads)","Dishes excluding pasta or rice dishes, sandwiches and pizza","Legumes based dishes","Beans and meat meal","Beans and meat meal","Beans and meat meal","Female","188","1","0.35",4.78,0,0,"0.00","0.00","0.00","0.00","'Number of observations lower than 298, the 99th percentile may not be statistically robust'"
