"","Survey.s.country","Survey.start.year","Survey.name","Population.Group..L2.","Exposure.hierarchy..L1.","Exposure.hierarchy..L2.","Exposure.hierarchy..L3.","Exposure.hierarchy..L4.","Exposure.hierarchy..L5.","Exposure.hierarchy..L6.","Exposure.hierarchy..L7.","Gender","Number.of.subjects","Number.of.consumers","Mean","Standard.Deviation","X5th.percentile","X10th.percentile","Median","X95th.percentile","X97.5th.percentile","X99th.percentile","Comment"
"46312","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Jam of fruit / vegetables","Jam of fruit / vegetables","Jam of fruit / vegetables","Jam of fruit / vegetables","Female","369","54","0.75",2.78,0,0,"0.00","4.96","8.96","17.00",""
"46313","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Jam of fruit / vegetables","Jam of fruit / vegetables","Jam of fruit / vegetables","Jam of fruit / vegetables","Male","381","47","0.98",3.88,0,0,"0.00","6.33","12.98","24.76",""
"46314","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Jam of fruit / vegetables","Jam, mixed fruit","Jam, mixed fruit","Jam, mixed fruit","Female","369","117","1.53",4.3,0,0,"0.00","7.25","14.24","23.41",""
"46315","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Jam of fruit / vegetables","Jam, mixed fruit","Jam, mixed fruit","Jam, mixed fruit","Male","381","130","1.62",3.77,0,0,"0.00","9.51","12.29","20.18",""
"46316","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Jam of fruit / vegetables","Jam, strawberries","Jam, strawberries","Jam, strawberries","Female","369","58","1.12",3.72,0,0,"0.00","6.58","14.76","18.12",""
"46317","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Jam of fruit / vegetables","Jam, strawberries","Jam, strawberries","Jam, strawberries","Male","381","51","1.08",3.68,0,0,"0.00","8.75","12.33","17.79",""
"46318","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Marmalade","Marmalade, oranges","Marmalade, oranges","Marmalade, oranges","Female","369","20","0.06",0.26,0,0,"0.00","0.51","1.03","1.54",""
"46319","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Fruit / vegetable spreads and similar","Marmalade","Marmalade, oranges","Marmalade, oranges","Marmalade, oranges","Male","381","20","0.08",0.47,0,0,"0.00","0.22","1.53","2.05",""
"46320","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred apricot","Canned or jarred apricot","Canned or jarred apricot","Female","369","4","0.10",1.41,0,0,"0.00","0.00","0.00","0.37",""
"46321","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred apricot","Canned or jarred apricot","Canned or jarred apricot","Male","381","3","0.01",0.08,0,0,"0.00","0.00","0.00","0.00",""
"46322","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred mixed fruit","Canned fruit cocktail","Canned fruit cocktail","Female","369","41","1.71",8.77,0,0,"0.00","10.52","17.50","24.61",""
"46323","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred mixed fruit","Canned fruit cocktail","Canned fruit cocktail","Male","381","32","1.08",6.81,0,0,"0.00","3.79","11.43","23.62",""
"46324","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred peach","Canned or jarred peach","Canned or jarred peach","Female","369","40","0.81",4.73,0,0,"0.00","4.17","7.22","14.77",""
"46325","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred peach","Canned or jarred peach","Canned or jarred peach","Male","381","51","0.58",2.54,0,0,"0.00","3.07","4.85","14.05",""
"46326","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred pineapple","Canned or jarred pineapple","Canned or jarred pineapple","Female","369","92","1.40",4.53,0,0,"0.00","7.46","10.91","17.32",""
"46327","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Canned or jarred fruit","Canned or jarred pineapple","Canned or jarred pineapple","Canned or jarred pineapple","Male","381","88","1.36",4.84,0,0,"0.00","7.44","12.49","19.06",""
"46328","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Fermented fruit products","Olives, processed","Table olives ready for consumption","Table olives ready for consumption","Female","369","16","0.13",0.91,0,0,"0.00","0.00","1.04","4.56",""
"46329","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Fermented fruit products","Olives, processed","Table olives ready for consumption","Table olives ready for consumption","Male","381","14","0.16",1.07,0,0,"0.00","0.00","1.91","6.40",""
"46330","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Fruit or fruit-vegetable puree","Fruit or fruit-vegetable puree","Fruit or fruit-vegetable puree","Fruit or fruit-vegetable puree","Female","369","14","0.23",1.3,0,0,"0.00","0.00","4.88","7.94",""
"46331","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and fruit products","Processed fruit products","Other processed fruit products (excluding beverages)","Fruit or fruit-vegetable puree","Fruit or fruit-vegetable puree","Fruit or fruit-vegetable puree","Fruit or fruit-vegetable puree","Male","381","15","0.36",2.16,0,0,"0.00","0.00","6.15","9.77",""
"46332","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Concentrated or dehydrated fruit/vegetables juices","Fruit/vegetable juice concentrate","Fruit juice concentrates","Fruit juice concentrates","Fruit juice concentrates","Fruit juice concentrates","Female","369","24","0.50",3.2,0,0,"0.00","2.63","5.76","10.20",""
"46333","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Concentrated or dehydrated fruit/vegetables juices","Fruit/vegetable juice concentrate","Fruit juice concentrates","Fruit juice concentrates","Fruit juice concentrates","Fruit juice concentrates","Male","381","24","0.33",2.13,0,0,"0.00","0.62","5.01","8.76",""
"46334","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Concentrated or dehydrated fruit/vegetables juices","Fruit/vegetable juice concentrate","Fruit juice concentrates","Juice concentrate, black currant","Juice concentrate, black currant","Juice concentrate, black currant","Male","381","1","0.00",0.06,0,0,"0.00","0.00","0.00","0.00",""
"46335","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Concentrated or dehydrated fruit/vegetables juices","Fruit/vegetable juice concentrate","Fruit juice concentrates","Juice concentrate, orange","Juice concentrate, orange","Juice concentrate, orange","Female","369","3","0.04",0.61,0,0,"0.00","0.00","0.00","0.00",""
"46336","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Concentrated or dehydrated fruit/vegetables juices","Fruit/vegetable juice concentrate","Fruit juice concentrates","Juice concentrate, orange","Juice concentrate, orange","Juice concentrate, orange","Male","381","4","0.03",0.38,0,0,"0.00","0.00","0.00","0.16",""
"46337","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Extracts of plant origin","Liquid extract of plant origin","Coconut milk (cocos nucifera) liquid","Coconut milk (cocos nucifera) liquid","Coconut milk (cocos nucifera) liquid","Coconut milk (cocos nucifera) liquid","Female","369","2","0.10",1.32,0,0,"0.00","0.00","0.00","0.00",""
"46338","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Extracts of plant origin","Liquid extract of plant origin","Coconut milk (cocos nucifera) liquid","Coconut milk (cocos nucifera) liquid","Coconut milk (cocos nucifera) liquid","Coconut milk (cocos nucifera) liquid","Male","381","9","0.14",1.14,0,0,"0.00","0.00","0.00","6.45",""
"46339","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Female","369","22","3.86",19.03,0,0,"0.00","22.39","66.67","107.96",""
"46340","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Fruit juices (100% from named source)","Male","381","28","5.73",27.77,0,0,"0.00","33.33","78.89","155.43",""
"46341","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, apple","Juice, apple","Juice, apple","Juice, apple","Female","369","81","21.66",72.33,0,0,"0.00","131.48","200.00","222.59",""
"46342","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, apple","Juice, apple","Juice, apple","Juice, apple","Male","381","97","22.45",66.35,0,0,"0.00","116.67","176.22","252.67",""
"46343","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, black currant","Juice, black currant","Juice, black currant","Juice, black currant","Female","369","24","7.06",33.34,0,0,"0.00","51.06","109.66","166.67",""
"46344","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, black currant","Juice, black currant","Juice, black currant","Juice, black currant","Male","381","28","6.00",28.63,0,0,"0.00","43.84","72.10","146.92",""
"46345","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, grape","Juice, grape","Juice, grape","Juice, grape","Female","369","3","0.19",3.07,0,0,"0.00","0.00","0.00","0.00",""
"46346","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, grape","Juice, grape","Juice, grape","Juice, grape","Male","381","7","0.18",1.97,0,0,"0.00","0.00","0.00","5.00",""
"46347","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, lemon","Juice, lemon","Juice, lemon","Juice, lemon","Female","369","70","0.08",0.42,0,0,"0.00","0.26","0.58","1.67",""
"46348","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, lemon","Juice, lemon","Juice, lemon","Juice, lemon","Male","381","73","0.31",3.69,0,0,"0.00","0.35","0.76","3.33",""
"46349","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, orange","Juice, orange","Juice, orange","Juice, orange","Female","369","56","12.20",41.79,0,0,"0.00","82.33","133.33","230.21",""
"46350","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, orange","Juice, orange","Juice, orange","Juice, orange","Male","381","68","9.61",28.05,0,0,"0.00","66.67","110.25","137.43",""
"46351","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, pear","Juice, pear","Juice, pear","Juice, pear","Female","369","18","0.84",5.41,0,0,"0.00","0.00","8.02","30.80",""
"46352","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, pear","Juice, pear","Juice, pear","Juice, pear","Male","381","13","0.53",3.88,0,0,"0.00","0.00","3.50","23.24",""
"46353","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, pineapple","Juice, pineapple","Juice, pineapple","Juice, pineapple","Female","369","23","1.69",8.59,0,0,"0.00","11.28","27.35","36.99",""
"46354","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Juice, pineapple","Juice, pineapple","Juice, pineapple","Juice, pineapple","Male","381","28","3.00",14.73,0,0,"0.00","29.53","37.04","66.67",""
"46355","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Mixed fruit juice","Juice, mixed fruit","Juice, mixed fruit","Juice, mixed fruit","Female","369","298","110.84",114.03,0,0,"83.33","328.64","383.33","504.83",""
"46356","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Mixed fruit juice","Juice, mixed fruit","Juice, mixed fruit","Juice, mixed fruit","Male","381","318","141.75",130.83,0,0,"116.67","384.30","458.42","516.67",""
"46357","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Mixed fruit juice","Juice, orange-peach","Juice, orange-peach","Juice, orange-peach","Male","381","2","0.48",6.88,0,0,"0.00","0.00","0.00","0.00",""
"46358","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit juices (100% from named source)","Mixed fruit juice","Mixed fruit juice","Mixed fruit juice","Mixed fruit juice","Male","381","1","0.17",3.41,0,0,"0.00","0.00","0.00","0.00",""
"46359","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Female","369","3","0.45",5.19,0,0,"0.00","0.00","0.00","0.00",""
"46360","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Male","381","2","0.15",2.58,0,0,"0.00","0.00","0.00","0.00",""
"46361","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Mixed fruit and vegetable juices","Juice, multi-fruit-carrot","Juice, multi-fruit-carrot","Juice, multi-fruit-carrot","Juice, multi-fruit-carrot","Female","369","6","1.20",11.44,0,0,"0.00","0.00","0.00","33.33",""
"46362","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Mixed fruit and vegetable juices","Juice, multi-fruit-carrot","Juice, multi-fruit-carrot","Juice, multi-fruit-carrot","Juice, multi-fruit-carrot","Male","381","5","0.43",4.26,0,0,"0.00","0.00","0.00","16.67",""
"46363","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Vegetable juices","Juice, carrot","Juice, carrot","Juice, carrot","Juice, carrot","Female","369","6","0.10",0.88,0,0,"0.00","0.00","0.00","5.00",""
"46364","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Vegetable juices","Juice, carrot","Juice, carrot","Juice, carrot","Juice, carrot","Male","381","6","0.15",1.26,0,0,"0.00","0.00","0.00","7.06",""
"46365","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Fruit and vegetable juices and nectars (including concentrates)","Fruit / vegetable juices and nectars","Vegetable juices","Juice, tomato","Juice, tomato","Juice, tomato","Juice, tomato","Female","369","2","0.02",0.34,0,0,"0.00","0.00","0.00","0.00",""
"46366","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Additional bread products","Breadcrumbs","Breadcrumbs","Breadcrumbs","Breadcrumbs","Female","369","186","1.28",1.98,0,0,"0.14","5.55","6.63","8.00",""
"46367","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Additional bread products","Breadcrumbs","Breadcrumbs","Breadcrumbs","Breadcrumbs","Male","381","187","1.56",2.56,0,0,"0.00","6.74","8.59","10.81",""
"46368","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Crisp bread","Rye crisp bread","Crisp bread, rye wholemeal","Crisp bread, rye wholemeal","Crisp bread, rye wholemeal","Female","369","1","0.01",0.21,0,0,"0.00","0.00","0.00","0.00",""
"46369","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Crisp bread","Rye crisp bread","Crisp bread, rye wholemeal","Crisp bread, rye wholemeal","Crisp bread, rye wholemeal","Male","381","8","0.22",2.2,0,0,"0.00","0.00","0.00","6.89",""
"46370","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Wheat bread and rolls","Wheat bread and rolls, white (refined flour)","Wheat bread and rolls, white with rice","Wheat bread and rolls, white with rice","Female","369","6","0.09",0.73,0,0,"0.00","0.00","0.00","5.13",""
"46371","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Leavened bread and similar","Wheat bread and rolls","Wheat bread and rolls, white (refined flour)","Wheat bread and rolls, white with rice","Wheat bread and rolls, white with rice","Male","381","13","0.22",1.5,0,0,"0.00","0.00","2.67","8.00",""
"46372","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Bread and similar products","Unleavened or flat bread and similar","Unleavened or flat bread and similar","Unleavened or flat bread and similar","Unleavened or flat bread and similar","Unleavened or flat bread and similar","Male","381","6","0.15",1.44,0,0,"0.00","0.00","0.00","7.30",""
"46373","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Breakfast cereals","Breakfast cereals, plain","Cereal rolled grains","Barley rolled grains","Barley rolled grains","Barley rolled grains","Female","369","78","0.48",1.61,0,0,"0.00","3.45","5.50","7.43",""
"46374","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Breakfast cereals","Breakfast cereals, plain","Cereal rolled grains","Barley rolled grains","Barley rolled grains","Barley rolled grains","Male","381","74","0.52",1.75,0,0,"0.00","3.54","7.36","9.17",""
"46375","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Breakfast cereals","Breakfast cereals, plain","Cereal rolled grains","Oat rolled grains","Oat rolled grains","Oat rolled grains","Female","369","303","7.87",10.05,0,0,"4.50","31.28","36.06","44.56",""
"46376","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Breakfast cereals","Breakfast cereals, plain","Cereal rolled grains","Oat rolled grains","Oat rolled grains","Oat rolled grains","Male","381","294","8.17",9.64,0,0,"5.35","25.34","29.31","34.97",""
"46377","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Breakfast cereals","Cereal bars","Cereal bars mixed","Cereal bars mixed","Cereal bars mixed","Cereal bars mixed","Male","381","2","0.03",0.52,0,0,"0.00","0.00","0.00","0.00",""
"46378","Finland",2001,"Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009","Other children","Grains and grain-based products","Breakfast cereals","Processed and mixed breakfast cereals","Cereal flakes and similar","Processed mixed cereal-based flakes","Processed mixed cereal-based flakes","Processed mixed cereal-based flakes","Female","369","67","1.35",3.64,0,0,"0.00","9.34","11.85","15.73",""
